,ICD9,tensor
105,3951,"-0.0877397358417511,0.10746095329523087,0.08127066493034363,-0.10645243525505066,-0.01445443369448185,0.12841829657554626,0.0997011736035347,-0.027597161009907722,-0.13260765373706818,0.05428742989897728,-0.06323468685150146,-0.10094005614519119,-0.02001134864985943,0.0036471430212259293,0.13245269656181335,-0.04614666849374771,0.11938170343637466,-0.014102134853601456,-0.057847797870635986,0.019854530692100525,-0.05682972073554993,-0.09822642058134079,-0.06388042122125626,-0.0446353405714035,-0.08488655090332031,0.02200423739850521,0.10620848089456558,-0.11467490345239639,-0.08513789623975754,0.13453468680381775,0.02211903966963291,-0.014347508549690247,0.031699325889348984,0.09329833835363388,0.05290859192609787,-0.07637009769678116,-0.019902801141142845,-0.006456803064793348,-0.05933583527803421,0.07075098901987076,0.025570137426257133,-0.03641000762581825,-0.07683122158050537,-0.1283741593360901,-0.05642521381378174,-0.046533066779375076,0.12049607187509537,0.012877841480076313,-0.08857287466526031,-0.11963389813899994,0.004096631426364183,-0.051118604838848114,-0.10888310521841049,0.0477043054997921,0.09920427203178406,-0.12042112648487091,0.007180832792073488,-0.022514333948493004,0.028672702610492706,0.05653107538819313,0.08099423348903656,0.05194895714521408,0.1035434752702713,-0.03259967640042305"
106,3952,"-0.0877397358417511,0.10746095329523087,0.08127066493034363,-0.10645243525505066,-0.01445443369448185,0.12841829657554626,0.0997011736035347,-0.027597161009907722,-0.13260765373706818,0.05428742989897728,-0.06323468685150146,-0.10094005614519119,-0.02001134864985943,0.0036471430212259293,0.13245269656181335,-0.04614666849374771,0.11938170343637466,-0.014102134853601456,-0.057847797870635986,0.019854530692100525,-0.05682972073554993,-0.09822642058134079,-0.06388042122125626,-0.0446353405714035,-0.08488655090332031,0.02200423739850521,0.10620848089456558,-0.11467490345239639,-0.08513789623975754,0.13453468680381775,0.02211903966963291,-0.014347508549690247,0.031699325889348984,0.09329833835363388,0.05290859192609787,-0.07637009769678116,-0.019902801141142845,-0.006456803064793348,-0.05933583527803421,0.07075098901987076,0.025570137426257133,-0.03641000762581825,-0.07683122158050537,-0.1283741593360901,-0.05642521381378174,-0.046533066779375076,0.12049607187509537,0.012877841480076313,-0.08857287466526031,-0.11963389813899994,0.004096631426364183,-0.051118604838848114,-0.10888310521841049,0.0477043054997921,0.09920427203178406,-0.12042112648487091,0.007180832792073488,-0.022514333948493004,0.028672702610492706,0.05653107538819313,0.08099423348903656,0.05194895714521408,0.1035434752702713,-0.03259967640042305"
112,39891,"-0.0877397358417511,0.10746095329523087,0.08127066493034363,-0.10645243525505066,-0.01445443369448185,0.12841829657554626,0.0997011736035347,-0.027597161009907722,-0.13260765373706818,0.05428742989897728,-0.06323468685150146,-0.10094005614519119,-0.02001134864985943,0.0036471430212259293,0.13245269656181335,-0.04614666849374771,0.11938170343637466,-0.014102134853601456,-0.057847797870635986,0.019854530692100525,-0.05682972073554993,-0.09822642058134079,-0.06388042122125626,-0.0446353405714035,-0.08488655090332031,0.02200423739850521,0.10620848089456558,-0.11467490345239639,-0.08513789623975754,0.13453468680381775,0.02211903966963291,-0.014347508549690247,0.031699325889348984,0.09329833835363388,0.05290859192609787,-0.07637009769678116,-0.019902801141142845,-0.006456803064793348,-0.05933583527803421,0.07075098901987076,0.025570137426257133,-0.03641000762581825,-0.07683122158050537,-0.1283741593360901,-0.05642521381378174,-0.046533066779375076,0.12049607187509537,0.012877841480076313,-0.08857287466526031,-0.11963389813899994,0.004096631426364183,-0.051118604838848114,-0.10888310521841049,0.0477043054997921,0.09920427203178406,-0.12042112648487091,0.007180832792073488,-0.022514333948493004,0.028672702610492706,0.05653107538819313,0.08099423348903656,0.05194895714521408,0.1035434752702713,-0.03259967640042305"
177,2720,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
178,2721,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
179,2722,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
180,2723,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
181,2724,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
182,25002,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
183,25003,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
184,25012,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
185,25013,"0.11837921291589737,-0.10115563869476318,-0.03436560183763504,0.08579283207654953,-0.0070101055316627026,-0.012875056825578213,-0.04332393407821655,-0.050495609641075134,-0.07055560499429703,0.10023841261863708,0.11753515899181366,0.05376666784286499,0.05223129317164421,-0.09583902359008789,-0.01064553763717413,0.0957203060388565,-0.12666255235671997,0.10047274827957153,-0.05704941600561142,0.08638175576925278,0.01968196965754032,-0.06022381782531738,-0.08087463676929474,0.015334181487560272,0.09370600432157516,-0.09137117862701416,-0.0701574757695198,-0.07882794737815857,-0.02574094943702221,-0.008642890490591526,-0.0656241700053215,-0.010390553623437881,0.0871131420135498,0.10993126779794693,-0.004284369293600321,0.027709314599633217,-0.08917555212974548,0.07070417702198029,0.006391572300344706,-0.06049656867980957,-0.031168309971690178,0.03740523383021355,0.04499382525682449,-0.06500998884439468,0.08916622400283813,0.05361547693610191,0.10558566451072693,0.06721627712249756,-0.10822317749261856,0.09493456035852432,0.04812876135110855,-0.04708942398428917,0.014920595102012157,0.01912667043507099,0.06697158515453339,0.044595617800951004,0.06677543371915817,-0.10348625481128693,0.05376176908612251,0.041635897010564804,-0.012939183972775936,0.03361959382891655,-0.09121359884738922,0.013367264531552792"
