,ICD9,tensor
471,41082,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
472,4109,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
473,41090,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
474,41091,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
475,41092,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
476,412,"0.006203656084835529,-0.05937645956873894,0.013606471009552479,0.13621015846729279,0.10483980178833008,-0.12399106472730637,0.10467877238988876,-0.013769874349236488,-0.0463005006313324,0.017610391601920128,-0.09710486978292465,0.06137457862496376,0.11755125224590302,-0.09411786496639252,0.07758011668920517,0.008012444712221622,-0.11662712693214417,-0.025145748630166054,-0.09961512684822083,-0.11598727107048035,-0.05933624878525734,0.049943797290325165,-0.027380822226405144,0.009443308226764202,-0.06272946298122406,0.056189365684986115,-0.0672927275300026,0.06464710831642151,-0.0478627011179924,0.1356980949640274,-0.017651451751589775,-0.06992152333259583,-0.10561731457710266,0.12132313847541809,-0.03240630030632019,0.09024722874164581,0.10109900683164597,-0.042602598667144775,-0.12022339552640915,0.034083783626556396,-0.10070865601301193,-0.09969452023506165,0.029110638424754143,-0.014389623887836933,0.10324258357286453,-0.10957403481006622,-0.038907695561647415,-0.004014074802398682,-0.07679405808448792,0.09567349404096603,-0.010325075127184391,-0.13629920780658722,0.12457030266523361,0.018148133531212807,-0.010812846943736076,-0.09049384295940399,-0.0950096994638443,-0.07985182851552963,0.07435595244169235,-0.09084177017211914,-0.027301272377371788,-0.08389224857091904,-0.09265051037073135,0.11068352311849594"
477,4131,"-0.09657102078199387,0.04163994640111923,0.00044547358993440866,0.029209079220891,-0.10352502018213272,0.0188230499625206,0.01773414947092533,0.06784702092409134,0.03697768971323967,0.03199435770511627,0.010906361043453217,-0.007551809772849083,0.10417751222848892,0.10075871646404266,0.11426685750484467,0.12838749587535858,-0.11096280813217163,-0.10809110105037689,0.020876968279480934,0.030993221327662468,0.05516424402594566,-0.0976342260837555,0.03099249117076397,0.10388059169054031,0.04994772747159004,-0.09816252440214157,0.05051008239388466,-0.03062324970960617,0.05811263993382454,0.13059183955192566,-0.06710144132375717,0.14102782309055328,0.07621779292821884,-0.07136257737874985,-0.016107387840747833,-0.14517897367477417,-0.05504480004310608,-0.12289264053106308,0.047510143369436264,0.014499742537736893,-0.12279615551233292,0.14985914528369904,0.09860417991876602,-0.09527350217103958,0.027118191123008728,0.05034429952502251,-0.04861503094434738,0.10157068073749542,-0.04491422697901726,0.00032593225478194654,0.13880938291549683,0.02247677370905876,-0.09258609265089035,-0.08979041874408722,0.06605575978755951,0.04516112431883812,0.0982891395688057,-0.047820910811424255,0.10317515581846237,-0.0006892068777233362,-0.12393264472484589,0.03597373142838478,-0.10325178503990173,-0.01612071879208088"
478,4130,"-0.09657102078199387,0.04163994640111923,0.00044547358993440866,0.029209079220891,-0.10352502018213272,0.0188230499625206,0.01773414947092533,0.06784702092409134,0.03697768971323967,0.03199435770511627,0.010906361043453217,-0.007551809772849083,0.10417751222848892,0.10075871646404266,0.11426685750484467,0.12838749587535858,-0.11096280813217163,-0.10809110105037689,0.020876968279480934,0.030993221327662468,0.05516424402594566,-0.0976342260837555,0.03099249117076397,0.10388059169054031,0.04994772747159004,-0.09816252440214157,0.05051008239388466,-0.03062324970960617,0.05811263993382454,0.13059183955192566,-0.06710144132375717,0.14102782309055328,0.07621779292821884,-0.07136257737874985,-0.016107387840747833,-0.14517897367477417,-0.05504480004310608,-0.12289264053106308,0.047510143369436264,0.014499742537736893,-0.12279615551233292,0.14985914528369904,0.09860417991876602,-0.09527350217103958,0.027118191123008728,0.05034429952502251,-0.04861503094434738,0.10157068073749542,-0.04491422697901726,0.00032593225478194654,0.13880938291549683,0.02247677370905876,-0.09258609265089035,-0.08979041874408722,0.06605575978755951,0.04516112431883812,0.0982891395688057,-0.047820910811424255,0.10317515581846237,-0.0006892068777233362,-0.12393264472484589,0.03597373142838478,-0.10325178503990173,-0.01612071879208088"
479,7910,"0.006786634214222431,0.0924590677022934,0.05320736765861511,-0.0044997320510447025,0.0016167061403393745,0.1166430115699768,-0.0237731896340847,0.020212499424815178,-0.0999223068356514,0.0536826066672802,-0.03321963921189308,-0.08356161415576935,0.01808110438287258,-0.0914401188492775,0.07272841781377792,-0.018454687669873238,0.10534670203924179,-0.006397600285708904,-0.07695911824703217,0.0829547569155693,0.10172909498214722,-0.02622947283089161,-0.002366625005379319,-0.10269099473953247,-0.07121407985687256,-0.1017870232462883,-0.03161933273077011,-0.005723532754927874,-0.0017174513777717948,0.027438389137387276,0.028412532061338425,0.06969825178384781,-0.016980241984128952,0.05791189894080162,-0.10672037303447723,-0.09356747567653656,-0.026080023497343063,-0.06823263317346573,-0.04971756786108017,0.07254154235124588,0.09464296698570251,-0.09481501579284668,0.053028255701065063,-0.06798852980136871,0.04655933007597923,0.11293603479862213,-0.010967811569571495,0.0003391960053704679,0.10162720829248428,-0.1432531625032425,-0.06545287370681763,0.008403616026043892,0.10107047855854034,-0.10184065252542496,-0.0884212777018547,-0.12223441153764725,-0.05243929475545883,0.04538974165916443,0.04375157877802849,0.008385962806642056,0.036561187356710434,0.03931045904755592,-0.006862797308713198,0.12676206231117249"
480,7913,"0.006786634214222431,0.0924590677022934,0.05320736765861511,-0.0044997320510447025,0.0016167061403393745,0.1166430115699768,-0.0237731896340847,0.020212499424815178,-0.0999223068356514,0.0536826066672802,-0.03321963921189308,-0.08356161415576935,0.01808110438287258,-0.0914401188492775,0.07272841781377792,-0.018454687669873238,0.10534670203924179,-0.006397600285708904,-0.07695911824703217,0.0829547569155693,0.10172909498214722,-0.02622947283089161,-0.002366625005379319,-0.10269099473953247,-0.07121407985687256,-0.1017870232462883,-0.03161933273077011,-0.005723532754927874,-0.0017174513777717948,0.027438389137387276,0.028412532061338425,0.06969825178384781,-0.016980241984128952,0.05791189894080162,-0.10672037303447723,-0.09356747567653656,-0.026080023497343063,-0.06823263317346573,-0.04971756786108017,0.07254154235124588,0.09464296698570251,-0.09481501579284668,0.053028255701065063,-0.06798852980136871,0.04655933007597923,0.11293603479862213,-0.010967811569571495,0.0003391960053704679,0.10162720829248428,-0.1432531625032425,-0.06545287370681763,0.008403616026043892,0.10107047855854034,-0.10184065252542496,-0.0884212777018547,-0.12223441153764725,-0.05243929475545883,0.04538974165916443,0.04375157877802849,0.008385962806642056,0.036561187356710434,0.03931045904755592,-0.006862797308713198,0.12676206231117249"
482,4010,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
483,40200,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
484,40201,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
485,40300,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
486,40301,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
487,40400,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
488,40401,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
489,40402,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
490,40403,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
491,40490,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
492,40491,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
493,40492,"0.10165300220251083,-0.08115384727716446,0.040923237800598145,-0.10772132128477097,-0.09192219376564026,0.06012984737753868,-0.07296478003263474,-0.037102971225976944,0.005116201937198639,0.11293225735425949,-0.10368450731039047,-0.0004265975730959326,-0.04636859893798828,-0.10043986886739731,-0.0588805116713047,-5.6876830058172345e-05,0.05645712837576866,-0.039608050137758255,0.05533952638506889,-0.10070057958364487,0.03259250894188881,-0.06313249468803406,-0.034578483551740646,0.06896856427192688,0.0902954563498497,-0.0584731362760067,-0.04873764514923096,-0.10008475929498672,0.13572077453136444,0.05262814834713936,-0.1131577119231224,0.020225804299116135,0.08508794754743576,0.09680482000112534,-0.032240211963653564,0.11827659606933594,-0.0027659814804792404,-0.07756461203098297,-0.04316464066505432,0.003088270081207156,0.05796733871102333,0.03611085191369057,-0.12061021476984024,0.040733274072408676,0.01273275539278984,0.023267585784196854,-0.11220802366733551,0.10764901340007782,-0.10756517201662064,0.05188341066241264,-0.12197233736515045,-0.053622059524059296,-0.1195700466632843,-0.0017453082837164402,-0.06991196423768997,0.11578166484832764,0.005205363966524601,-0.0716191902756691,0.12170082330703735,-0.061338070780038834,-0.013542013242840767,0.05189187079668045,-0.12168247997760773,0.006250313017517328"
